population,population_density,vulnerable_population,sos_count,medical_emergency_count,injured_people,food_supply_days_remaining,water_supply_days_remaining,medicine_supply_days_remaining,shelter_demand,distance_to_nearest_hospital_km,distance_to_nearest_warehouse_km,accessibility_score,accessibility_risk,rainfall_mm,flood_risk,landslide_risk,weather_severity,road_blockage,connectivity,disaster_severity,request_age_hours,priority_score,priority_level
1069,37.06421871314286,76,10,5,6,2,2,4,38,101.22558451125845,122.6996391501555,18,82,391.84555563957645,9,9,9,7,3,10,35.23916891566149,12.940976103059132,LOW
38710,451.12067567571785,3598,0,0,0,13,14,13,0,118.67591832331047,45.479268878500484,57,43,392.1566077442773,4,5,10,4,1,0,23.51251808506826,5.1234623028179955,LOW
35163,602.9717500839153,6312,69,16,33,10,12,6,2065,62.24705601734713,75.73040839400856,63,37,151.25653493751196,4,3,4,4,7,4,1.0443926588291874,11.3648373509943,LOW
37131,678.5371025368095,3843,139,63,66,12,9,12,399,98.67680689400642,76.11404656949114,97,3,10.209537822845283,1,0,0,0,4,3,30.718574103300337,16.797076326283275,LOW
46181,2903.909679468559,5579,155,0,1,7,12,10,1174,26.838588194935273,99.12146464201919,54,46,290.90586343709987,4,6,9,4,0,3,29.165510032140308,10.992338595013958,LOW
7955,91.73912966668684,1193,19,1,5,6,10,8,227,140.2339745786594,73.48591825647294,47,53,332.4048241942677,6,5,7,5,5,6,30.730586623282516,9.649355224390714,LOW
4514,61.275442383655985,1141,19,3,14,9,8,6,322,60.54352693104551,30.398612505626875,56,44,50.005476046323906,3,5,1,5,6,8,44.257571470473096,14.815182948124008,LOW
11593,1014.39433874864,619,18,2,7,5,5,6,1691,110.78060618658357,37.66946031983578,76,24,54.18344596369451,5,3,1,0,0,7,21.943294319600906,7.79681740215671,LOW
18570,257.0443785823354,3943,41,24,30,4,2,0,6852,7.949456872915759,16.35321725660856,0,100,328.88959987871624,10,10,8,10,2,10,19.760916620247784,90.0,CRITICAL
36277,640.5275145958159,7880,32,11,17,8,6,7,3457,34.752135721197014,99.34732621246332,16,84,368.7629554860939,7,9,9,9,8,7,36.091361482339536,20.122550193572327,LOW
17038,1334.8576474887566,4253,35,0,0,8,11,10,1485,75.6269689269188,191.34506202206782,55,45,316.30193466965983,6,5,7,3,6,4,42.85071383294465,4.666334822696694,LOW
11229,231.3418399995904,3179,78,3,4,8,9,9,2607,132.34660782119025,31.978292493142146,54,46,80.29797966781183,3,3,0,7,3,5,41.06398250595412,13.264668890955818,LOW
34677,679.3264888647867,1908,24,4,13,12,13,12,512,81.45199674284818,189.79025367058557,85,15,164.60848777368838,4,1,4,0,5,1,63.53738399040845,0.0,LOW
45517,2193.7403482122636,4025,341,129,151,5,4,5,18086,139.83121993261247,149.33868779909778,16,84,240.33697034636563,10,6,5,9,5,10,55.49380017165467,67.60721498709121,HIGH
1284,13.538402315782527,348,0,0,0,9,10,11,20,75.15055000450548,131.12477255749099,87,13,64.11738952833149,2,1,1,1,2,2,4.231577590813186,0.0,LOW
28251,329.4667155259544,4650,134,63,65,12,10,9,1007,76.11511902671275,132.60277351147695,84,16,84.24099705300333,2,2,2,1,1,4,40.788492183089076,13.28646877951245,LOW
41364,603.3508812123968,7906,31,6,20,11,11,14,943,22.363284332577123,167.0782531952936,97,3,113.154428827422,0,1,1,0,4,1,30.373715978526192,2.7802026955554853,LOW
40828,834.6198669894388,8808,113,62,68,11,11,8,955,121.38515540207187,30.314774232166062,66,34,203.8053081163346,3,3,4,4,7,2,26.315167479341063,19.09443231250267,LOW
13033,295.4141350555459,2864,58,5,11,11,13,7,1765,40.809984807724064,105.90332147745293,33,67,204.32195487101902,3,6,6,10,2,3,68.98955728789558,14.200107851839114,LOW
40611,607.5627411952623,11490,245,26,50,10,5,4,515,135.4438109589857,142.44731626954413,52,48,325.71780773902105,5,7,7,3,4,5,33.160898450755745,26.27230336332855,LOW
40474,712.3694090242814,12111,101,44,78,9,8,8,4834,137.06951194790744,121.4958845639771,67,33,301.2040802750502,5,6,8,0,2,4,51.93959499027187,22.44660676479357,LOW
6301,577.2289953889452,1449,60,29,42,7,8,4,1713,141.77996622175172,168.22802349442597,15,85,365.4942700439768,10,9,7,7,6,9,69.64671835191288,26.145585877814728,LOW
19690,366.7503182947723,2398,34,7,8,8,13,11,195,80.43342091994805,23.731624712156783,44,56,333.16068912983854,6,6,10,5,5,3,11.296509717022387,8.264354071292157,LOW
39254,481.00473861529554,10596,71,31,46,13,9,12,1437,103.17859879362842,141.23319750484154,96,4,101.55101932226187,0,0,2,1,5,1,4.405062743650131,0.0,LOW
30092,618.823125781017,1874,468,56,60,5,3,2,7055,117.88480260894121,111.46526877309637,37,63,132.51870772159995,6,7,1,6,0,10,22.923846405462132,59.64000540667628,MEDIUM
11147,1121.8941611560656,1201,46,2,7,10,8,9,1612,23.997119704317512,82.04056415618925,67,33,200.1692974530135,4,3,5,3,1,4,3.6777649723323274,10.014337409542922,LOW
9216,115.6388074397514,2528,71,5,10,10,9,10,1524,92.1387932746371,74.65224662446586,68,32,5.708453825457838,2,2,0,5,5,4,8.848669704624267,0.0,LOW
23855,988.6214538993106,2720,271,11,19,1,1,2,3851,9.973195688980192,127.95820022709664,21,79,361.56080251348857,7,10,10,7,7,10,71.40725231024,44.32595020173318,MEDIUM
22509,761.236962584834,2367,97,30,66,11,5,9,3271,77.14708209136525,179.28912118241033,75,25,17.73768502493569,3,0,0,4,4,6,69.15279169089528,14.174736776498381,LOW
24876,1204.8179013754534,2102,0,0,0,14,14,10,0,27.452188834932976,104.2734259592119,86,14,128.97650832665454,1,1,2,2,1,0,49.9274251155611,8.457480393525458,LOW
45591,1253.5182713654651,12071,154,24,31,7,9,10,1378,31.52382426450228,166.69740117461484,45,55,227.66991647856267,4,5,6,7,4,3,54.33857047170787,16.097645088154444,LOW
5280,68.66828381200489,924,91,35,61,3,6,2,1,57.93189717042722,86.40971255035383,48,52,207.13655544274633,5,7,7,4,8,10,10.545183551476324,33.3640669661809,LOW
2868,52.77719113939298,627,20,9,12,9,12,11,552,67.70338917389293,29.454947930703543,54,46,261.7839571303499,5,5,7,4,5,4,43.05934368073545,12.874493123426735,LOW
12539,512.5548961780895,1376,109,4,8,7,7,7,1935,95.36000155716715,21.686089927141325,59,41,211.00807011768362,6,5,6,2,4,7,11.54051122518363,15.176842342919263,LOW
7155,80.94453855140166,1713,42,4,21,8,10,7,32,15.79212067358477,19.75353055149874,63,37,91.60057028121375,4,3,1,4,9,7,27.55461016130747,4.653256836991501,LOW
41441,467.94117824190135,9945,0,0,0,12,14,14,0,78.03530537942947,82.2285269719573,90,10,80.43127511754875,0,2,1,1,5,0,25.192169315371633,0.0,LOW
4995,56.952315443928335,640,30,11,17,10,14,12,288,31.480643886699664,74.07517265880999,18,82,362.89882763019943,7,7,8,10,10,4,44.39817297497103,13.29528391794977,LOW
11393,411.51297086020486,1739,90,51,52,4,5,2,71,88.22640037960258,146.4080344882882,50,50,105.58669469423702,5,5,3,5,8,9,6.198057277495431,27.13376581402849,LOW
26047,544.1452062090443,2667,0,0,0,12,10,13,0,97.42366877787161,151.1360853011245,97,3,112.39089355180538,1,0,3,0,6,0,7.897537999401727,0.0,LOW
22886,232.1707141406056,6731,0,0,0,13,13,14,0,85.72284220016381,19.66225407841057,82,18,165.18115844013784,0,2,4,3,9,0,44.11013258116048,6.290033409926851,LOW
13903,177.46731755118256,2939,24,4,16,12,12,13,27,112.05284901935461,52.01341994891284,97,3,55.77533085998958,0,1,2,0,2,1,45.98241247118329,3.4268818110200945,LOW
32597,4299.882392585153,9245,52,11,37,11,13,13,1090,53.663340414930694,62.10975153019094,69,31,202.90913776929617,5,4,5,1,9,1,24.801593404886,7.716830031496097,LOW
13621,1216.7651673972744,1714,15,2,3,3,4,5,4940,115.94045578680398,114.0462769871338,33,67,266.01270468085255,8,5,7,7,9,8,11.001285636948223,16.622313170517344,LOW
11466,233.6496171402794,2814,11,0,0,9,11,11,704,67.75122684768809,37.45789254232055,65,35,314.40019683094675,5,4,6,2,4,3,63.854713979100275,9.564945783606497,LOW
34121,373.41347879702715,8239,117,63,80,9,14,9,2855,75.20675225677654,35.44883168600007,64,36,284.58169674569166,2,6,8,3,3,2,4.285839045869764,23.362794069640326,LOW
28812,512.8819416827229,6422,485,89,146,1,3,2,421,98.97480845285536,189.31988894951203,52,48,59.05438563210548,4,4,0,6,10,10,51.79234950873694,65.11168861886829,HIGH
23177,443.22107698608244,6754,0,0,0,14,10,9,0,7.661965679887475,162.7985523865784,96,4,182.42685798836956,0,0,4,1,4,0,10.513197346179474,0.0,LOW
31789,2116.444529564125,4717,38,5,10,7,14,14,99,99.829162105936,44.32443139732236,96,4,15.434480323271371,0,0,0,1,7,1,46.072234452526686,4.549281288089932,LOW
31524,467.75601048734666,2606,287,19,95,8,10,6,6607,94.69484661545673,87.24788350204328,91,9,7.119198688379713,2,1,0,0,10,5,47.95139305541632,27.91117275360842,LOW
43175,519.5560021379472,9409,632,170,191,6,6,4,15238,49.92783192922559,77.56817985893746,36,64,176.05216730952026,6,6,4,7,5,8,58.00456404802898,85.84213601799166,CRITICAL
5277,128.2696338230218,1225,33,2,14,9,10,10,829,17.440171310425974,160.29077407242738,77,23,101.18419778305162,2,3,3,2,3,4,28.744293382336277,1.6363149031055837,LOW
30249,384.44075115057706,5861,45,0,2,13,10,11,3724,18.185640237390967,106.9404541308432,64,36,273.3443179493451,4,4,5,3,4,3,2.058447478643804,7.526428353111916,LOW
15838,163.91155246756247,1610,94,50,73,9,11,10,1778,138.86744331285814,34.29145002875873,50,50,289.696314725365,5,5,7,5,10,4,58.49003109678298,20.838708468276213,LOW
2991,122.79427238479553,526,6,3,4,7,7,5,316,104.94550157774638,150.40849199968633,10,90,358.16148982330225,9,9,9,9,6,8,32.250863385565175,6.741039126075533,LOW
27736,506.90548182021826,3551,299,197,223,7,7,9,5352,23.429878996757356,85.4087158627346,42,58,304.2730054156155,7,7,6,4,7,6,61.06692210122701,67.79459895235281,HIGH
48596,1505.5406278437792,7623,130,36,91,6,6,10,7475,56.72485954979142,59.95560705010794,69,31,19.29764925461668,3,2,1,4,4,7,55.98292390075772,23.023135776006534,LOW
15099,187.98281992222394,3190,61,11,32,12,5,12,12,90.91003411573148,81.34473818393683,66,34,148.64920414310708,4,2,1,4,1,3,36.12893771813553,20.15142144865438,LOW
20008,334.1831008816911,4727,251,30,44,7,2,4,4770,126.15789723814406,104.5737470853103,44,56,109.20934070084884,5,7,2,5,5,10,71.95705774297278,39.0593049642449,MEDIUM
3551,54.39200534174171,383,39,0,1,6,10,5,809,11.330834663386238,75.1919481192318,43,57,154.4529799308645,7,4,5,6,8,7,33.53836800806037,20.712153691073333,LOW
49247,609.4786560918774,7452,282,10,22,9,11,11,170,39.311804063151286,55.96209679243399,62,38,64.03026358748063,2,4,1,5,2,5,50.30008033335759,29.166032850892776,LOW
49656,1165.1635006268873,5824,42,5,10,9,12,8,6170,134.0136035928301,85.71538547275627,94,6,39.08164147623738,0,2,0,0,6,4,48.3909731244837,0.0,LOW
22106,240.4562690916893,2203,191,22,76,8,4,10,4327,6.32900477665339,13.642853042480667,54,46,208.39381700336025,4,6,5,4,7,6,37.54177012490077,23.610724701050252,LOW
22199,398.991746376736,5457,91,23,72,10,11,8,877,34.20286990511367,156.77459075829964,70,30,288.15252434655775,4,6,7,0,5,5,42.35254566380294,14.531590471382032,LOW
1376,68.78036950011918,381,1,0,0,12,10,10,59,144.05850551608006,42.4795297778413,56,44,280.76436077277714,3,5,7,5,2,2,57.600526467129384,4.405973679721135,LOW
32593,458.3435413512101,4646,258,30,108,9,9,10,6286,93.9432677457148,18.341876589821076,53,47,180.37772887049087,5,4,4,5,0,4,41.37034864729946,24.28925524874324,LOW
4642,57.76518067153776,1103,45,9,25,4,8,5,1641,42.942348162438435,134.20275165196506,51,49,208.91159451557843,6,5,5,4,2,8,32.68560382783076,17.666246308529146,LOW
15702,447.4478292036036,4306,136,7,19,9,8,6,1935,14.713708687397903,157.04786447649772,57,43,206.53148900345656,4,5,5,4,10,6,47.83889693558569,17.205559589757318,LOW
40234,465.4987308798822,10522,132,54,98,9,11,12,2111,9.087744364847213,164.6275350026402,71,29,276.6281511072225,3,4,6,2,5,3,3.0388960290779807,22.565928913366406,LOW
7579,83.20926307530814,725,71,7,30,6,11,7,282,40.488036547354454,103.76674470551399,85,15,19.170070382409634,3,2,0,0,10,6,8.307362062813006,13.556912227343364,LOW
8487,271.09883024794004,2453,51,6,11,8,6,10,59,132.81544384039202,49.01995509109721,32,68,283.9584435484896,7,5,7,8,3,4,9.467986171486078,9.112806155060236,LOW
40067,407.0420813412631,5776,540,380,403,0,3,0,5959,65.30747987313887,150.0732586774671,27,73,232.880360302915,8,7,3,7,0,10,30.942387943685343,100.0,CRITICAL
29440,1602.8227830657197,3968,58,6,29,14,9,11,1384,109.44833852906899,142.94548465932405,84,16,79.24348586862968,2,2,0,1,5,1,62.831929649350734,5.0844916490672745,LOW
37733,1559.763468161563,2475,183,49,70,5,4,11,9042,138.15133013009387,56.791439479602914,77,23,19.6235414985058,3,2,0,2,0,5,46.49556374032777,23.077131040554374,LOW
17519,778.5751711040648,3005,151,60,70,9,7,4,4270,64.1658669324084,181.64747361393066,66,34,43.41111622315537,2,4,1,4,7,6,70.04222123398618,29.642027605174633,LOW
46685,519.1316298981058,3606,528,142,316,6,6,4,5732,32.73521880042257,29.83057703573751,59,41,209.87653656770786,6,5,3,2,2,7,3.3557793112100143,62.589388704752906,HIGH
18577,276.6171923840033,2083,75,2,9,8,10,11,667,79.98209997425333,196.7107655223519,55,45,303.3634120365131,5,6,8,3,2,5,52.12350370738428,10.20632745714088,LOW
26758,1375.7392325402898,3458,181,29,125,9,4,10,5577,136.6721346236789,173.44708408571827,43,57,133.86291484980046,4,7,2,6,0,7,22.96541135340279,26.879346319323282,LOW
21636,462.0043810514204,5456,252,138,193,6,8,10,4196,121.6342900499666,140.70074264102428,59,41,151.64956428208868,4,3,3,5,2,6,2.164908703388723,46.82462550145643,MEDIUM
8811,138.85799920116787,2369,1,0,0,11,13,14,187,14.5453272876573,188.36247877316825,70,30,373.65856601844496,5,5,9,0,6,1,59.55375833030342,4.385009926377494,LOW
17714,1370.0888955682867,2225,65,13,35,8,10,8,3062,105.42305601124936,147.23912198150447,76,24,85.2052336130304,3,1,1,3,9,5,12.13258835519894,10.078362340660416,LOW
14598,164.33719610791817,3863,119,70,81,8,5,5,4360,87.92514075654829,46.186829435708724,68,32,41.49976983014065,4,4,0,2,7,8,15.80635604801162,26.8265528028395,LOW
28751,353.4567786082378,7599,14,3,4,11,7,7,5628,136.5821605702317,94.00966624143423,67,33,137.36404552000718,3,4,1,3,10,5,24.843308893512532,0.44393036437939504,LOW
38445,725.450677055949,9271,208,69,165,12,10,11,2896,22.7598054432931,23.585574623010718,50,50,298.3688477969095,5,5,7,5,7,3,56.86753385555219,30.124729248059268,LOW
47530,490.621985011823,4119,183,79,99,5,7,8,11288,82.4352364146752,84.03491023474193,62,38,250.43091642245275,5,5,6,2,2,6,45.15822641075102,26.546365871627234,LOW
26445,591.7789645834057,5886,31,3,10,11,12,11,67,132.52209055922438,150.90457375006966,88,12,166.31817574782767,2,2,4,0,4,2,19.437571213059705,1.9838468901265354,LOW
25816,262.11670325036056,7389,171,68,92,14,8,7,3513,64.45344907755273,83.4242366768553,27,73,385.9010131327322,8,7,9,7,0,4,12.546987690265356,28.875491273041064,LOW
32717,477.95256345025007,7218,0,0,0,9,13,14,0,74.88926307126573,72.75589333894548,51,49,293.9985753178293,4,3,7,7,8,0,8.332698945633346,0.0,LOW
8808,134.89801355651574,1170,106,6,9,1,2,5,1072,15.216798261708952,123.11758727695926,68,32,24.744569753317514,4,4,0,2,7,9,11.211884967337873,12.587691593959438,LOW
6449,310.5599775162761,1129,21,5,13,14,10,9,58,45.33082786509207,175.71886050979006,75,25,297.8525775416193,4,3,7,1,9,2,62.57237844506905,15.750697533072977,LOW
1650,18.584610265306274,348,18,5,8,7,6,6,111,52.053464129497364,19.04080658376136,85,15,9.61542236234334,3,2,0,0,1,7,66.4718611801787,9.10766543825789,LOW
24444,535.9172378186793,4342,310,66,197,6,5,6,9699,142.0427550680086,83.23938259294972,41,59,260.1293292469622,7,6,6,5,9,8,69.70898324379836,51.41728576260434,MEDIUM
35199,1724.412146257977,2815,75,7,9,4,8,7,5848,45.98676727846806,40.065740944899915,72,28,84.1931345170635,5,3,2,1,0,8,60.1833297401926,18.062013073609325,LOW
9704,1565.7384928233746,1242,21,2,9,4,2,3,4051,71.82596661409954,142.11730763905524,42,58,278.57688361502306,8,6,6,4,3,9,63.94840823916951,19.907368201477645,LOW
1581,27.175786107777746,396,1,0,0,14,13,13,12,102.33914141682057,30.087666481915626,83,17,123.91182665911846,1,2,3,2,8,1,58.85140028313493,5.000019738893165,LOW
29805,540.896492337791,7908,15,3,11,8,11,11,912,28.516588999142222,136.31347413024645,62,38,349.20252318222595,5,5,7,2,7,3,69.00098748679115,15.689222175346742,LOW
17396,237.2011654645743,1466,73,11,51,6,10,7,1940,75.5341461355718,64.37436545160239,58,42,134.7655346365842,3,3,1,6,2,4,60.96404232042171,15.786388393425606,LOW
46675,521.0745487249486,13446,79,42,54,12,13,14,1631,112.0881607240066,47.794194610072694,85,15,247.8783421617188,2,3,4,0,9,2,33.53319173568242,4.8065358851779525,LOW
8305,662.0892797537845,1097,96,18,19,5,5,0,2673,130.69400588892458,187.90698598674723,32,68,114.37102386159532,7,5,2,8,5,10,23.61268347659361,26.798177522722796,LOW
5737,77.01480925056771,1236,0,0,0,10,14,13,0,95.80759482605187,13.519669581731614,48,52,366.8886180568713,5,3,9,7,8,0,42.27115005288699,0.0,LOW
20556,901.4154792583254,4891,105,12,14,13,9,8,4170,102.01275972095745,93.1776816590181,19,81,312.39839241126896,8,7,5,9,9,5,43.9851079382474,13.975100637427229,LOW
46043,532.1240278266408,11648,304,9,48,6,3,4,8941,23.311103524762498,14.109128567740818,42,58,97.32115053784125,4,6,2,7,7,9,41.60638953228763,38.74029689558635,MEDIUM
49512,597.891340295297,14182,23,0,2,11,13,12,1416,142.13759210072033,101.88267913982251,49,51,379.51868502346383,4,5,10,6,9,1,51.030933504549076,0.0,LOW
46452,823.9763169731979,5956,495,219,339,3,4,7,5965,24.22324123524994,105.19900178093945,30,70,142.8630358304913,6,8,3,7,4,8,50.476825391367086,92.06889511840032,CRITICAL
3843,53.026596210723376,1016,0,0,0,14,13,13,0,117.32757589136075,71.11586956500193,59,41,260.745979066875,3,4,4,5,8,0,6.734391300628733,0.0,LOW
14000,401.5688635496812,1160,234,18,25,0,4,4,4583,43.39836665785623,35.1107377297545,14,86,297.14129244575855,10,8,7,8,8,10,20.914855299941138,37.953599767244654,MEDIUM
29875,600.3703659331651,6759,421,40,82,10,3,5,4744,140.3710058366815,81.5136321695503,63,37,9.160864585964923,5,2,0,4,2,8,64.12500340019083,46.348177621747965,MEDIUM
10162,122.35191352380821,2393,87,12,39,5,6,3,841,109.39413320857453,137.72995858718753,32,68,383.5869384628985,5,7,9,8,7,6,42.687506363644204,18.662777966712284,LOW
17464,359.11845419410315,3832,245,55,172,3,2,2,5362,114.3029883818635,158.65520364244725,43,57,137.77652243494595,6,5,3,6,3,10,23.989515920685296,36.94021825914572,MEDIUM
48393,1241.1378146794923,5472,90,14,30,5,4,5,20538,36.76358009368308,110.84261445374705,61,39,75.9115573724897,5,4,0,3,9,9,61.30779344518996,19.114971822206122,LOW
8630,166.12068690738718,2315,2,0,0,11,13,12,57,69.24079661209832,122.06853494355356,53,47,340.28311669139924,4,5,8,5,6,1,18.306523423656298,4.5148918384370855,LOW
20031,239.3656713445845,1847,164,4,21,9,9,9,4001,94.58291321544652,48.11711051368401,61,39,281.15971312936574,5,4,7,3,9,5,29.757790302900492,17.890529337957958,LOW
2179,59.1400170297255,138,8,0,1,9,7,7,414,116.64617463995714,64.59276331325339,61,39,34.69730904934103,5,4,0,3,7,7,20.252216174552863,6.917433970415014,LOW
4006,186.26189414030094,918,3,0,0,12,10,13,105,20.074109507296487,40.7601659099481,86,14,46.81783255070782,1,1,0,2,6,1,62.80151955067038,0.03165702478544974,LOW
13784,189.75422990608917,2327,20,5,6,10,7,9,2651,144.5429708859066,57.36611650087615,53,47,286.0767482614596,2,7,6,5,4,4,52.572641106230826,7.29685946299675,LOW
7753,92.88597405911146,2033,36,15,17,5,6,2,2348,134.08199723041062,52.728488242851036,56,44,29.91330238363359,4,4,0,5,10,10,33.406133592465665,20.69058256130517,LOW
19628,1348.0250333960241,2862,154,7,34,10,8,4,4075,44.20054562185973,108.69526941433514,17,83,366.87017404962603,9,8,8,8,0,5,67.15950952175962,26.564493409464113,LOW
28432,1023.1739723884691,2617,33,21,22,12,14,10,1462,124.30023523968813,116.91086360023859,66,34,296.6160547790533,3,3,6,4,7,2,66.8123018088471,10.828802610658105,LOW
9935,537.3948076211574,2574,9,3,7,14,13,14,124,80.1569688407744,189.54000995608587,62,38,134.19688238679552,3,3,3,5,4,1,51.374039370614845,2.5777193903086224,LOW
44578,1171.427221398143,8346,173,14,16,7,5,6,15479,71.96193982649271,47.15842294928938,51,49,145.1755116901353,7,4,1,4,2,10,64.27754477732893,22.92088145613178,LOW
13796,288.7198579042655,1342,95,0,1,7,7,9,3184,50.592945342653785,131.91838493068423,64,36,202.59843848164056,4,4,5,3,1,5,51.936608181463825,20.758935278230773,LOW
30945,406.4303759919037,7120,91,31,57,14,14,9,2603,89.2404450615809,165.27926110762934,63,37,144.38776545941607,2,5,4,4,2,2,45.41714852928286,17.443325479784036,LOW
13745,205.5818329987694,2443,10,0,1,13,14,13,136,110.83392206702167,116.44587811877997,76,24,313.3874205753263,4,4,6,0,8,1,30.585985781745286,3.5243271158731138,LOW
29624,462.9602576727278,5956,0,0,0,14,14,14,0,64.58527121959995,58.45069397520439,49,51,389.8947776406463,4,5,9,6,1,0,20.05308799049397,0.34843548159831017,LOW
30399,790.0847356573214,5022,118,35,37,3,7,5,5499,96.23678298620236,59.88454370380004,48,52,233.80860617527725,5,7,4,4,9,7,4.808401145889231,28.80611013003953,LOW
44419,522.9608927231171,11423,0,0,0,14,14,14,0,106.40037356751904,17.458080083489982,65,35,178.41493106701157,3,2,5,5,0,0,57.76220296273627,0.0,LOW
43725,878.5010292248367,11254,260,85,137,7,7,7,1694,108.11266346721645,68.03440304421153,83,17,89.10965610728687,2,1,2,2,1,4,9.2346602796532,31.919101201033158,LOW
35747,364.7095981773649,8126,693,13,22,0,4,7,4111,12.535084229021136,151.4746990106422,29,71,261.3733676991201,7,6,8,8,1,10,29.83997070717617,68.79656250354867,HIGH
29722,455.55493758650783,2269,80,0,0,11,8,8,5638,129.6634318243347,19.028373869350972,36,64,274.23074472615883,6,6,8,7,10,5,17.276346318540917,11.623826292550296,LOW
26711,1571.683644739769,6937,74,5,11,5,1,7,9753,71.44673064093195,51.666103675917824,24,76,274.0762428057455,8,8,7,7,4,10,33.00578038352222,19.642814253076164,LOW
37720,544.796448383905,8213,45,8,11,10,13,11,3165,43.05033184595109,144.18417472103857,97,3,10.79401434739693,0,1,2,0,0,2,23.02134352092049,10.394733764100163,LOW
27146,756.474562294751,6087,54,11,20,9,5,6,7597,40.05585358455383,158.70379693634655,46,54,359.6488402641884,6,8,7,3,9,6,59.82311000722692,8.759246046398347,LOW
39149,557.6694538729048,5510,16,7,10,12,12,14,603,75.03704636237282,96.5104979117664,78,22,135.24262537167067,0,2,4,4,7,1,70.43976712864728,12.167951543179985,LOW
23549,2027.3058136976858,6353,103,24,25,7,6,12,6072,133.5905732229991,142.6341243109433,39,61,297.66630499264363,9,6,7,4,1,6,67.82116646733247,25.15345493846281,LOW
14569,674.0620706013211,3370,12,1,3,14,12,11,485,59.86039934398381,83.71091204442948,60,40,303.9227628401279,3,5,7,4,5,1,44.99944919233422,4.201514597428396,LOW
33080,383.33605448063656,2585,240,33,63,8,8,9,6336,113.71023328361377,40.38351655458423,45,55,260.2219915248958,4,5,6,7,4,4,70.51827314644174,29.572672392361902,LOW
32343,1216.7229527790284,4914,91,0,0,8,7,10,2639,19.038715993146695,85.64840376935224,48,52,157.94660925771686,4,4,2,7,1,6,29.1516700645834,13.402086494816233,LOW
3349,39.624270153405234,909,65,45,49,6,4,3,451,74.02822181190396,120.19388583859714,27,73,243.35368672661022,7,8,6,7,9,10,37.85785224233572,30.33632988496176,LOW
40658,1289.4518247158978,2512,666,73,74,0,0,5,14317,148.79449035694665,190.13012355204916,66,34,16.079476503150623,5,5,0,1,0,10,18.864762995811333,66.9247662297556,HIGH
23789,360.0369083763404,6907,84,12,19,13,12,12,2208,116.71348140488887,23.06268089684869,57,43,304.7583168751625,6,3,7,4,5,2,64.70575104869822,13.88784358297201,LOW
45190,636.9785471722008,9932,843,41,87,5,6,4,18630,35.52663082388889,106.40487783054252,43,57,39.835459331335564,5,6,0,6,5,10,13.349202161221159,79.95745189798912,HIGH
35757,665.8386242791252,7431,164,25,64,14,8,13,3899,77.70901368619705,72.49475786003762,66,34,158.7003703198407,2,4,4,4,2,3,44.14985434259159,17.94710814397514,LOW
10323,303.5773401472334,1214,0,0,0,12,14,12,0,38.87559072904215,106.57922191257197,97,3,41.44751506598663,0,1,0,0,7,0,57.66096948613253,0.0,LOW
42475,1685.43456047927,4765,79,4,6,11,14,14,3048,64.38633445306384,14.55533500154102,57,43,334.8297783276378,5,4,5,4,8,2,43.07101039811141,2.584120324960577,LOW
10040,1231.4502558312788,2866,85,11,29,9,7,5,3217,118.1121834415699,69.47481739330046,58,42,220.1209573743837,5,5,4,3,2,8,6.132428077683541,19.92669773584404,LOW
16864,497.83160861488403,2100,284,3,5,4,8,3,5716,116.82759821710853,165.77494803013096,27,73,276.382048067709,7,8,5,7,8,9,44.218451830563815,39.57542620157433,MEDIUM
5111,76.22616774307849,1246,16,8,9,8,11,11,691,38.07455479584584,115.24892943238113,33,67,273.0328679370452,8,5,7,7,7,4,55.34617153097167,12.68002176365782,LOW
28163,299.1641364249162,4176,35,16,17,6,3,7,464,138.72238113245473,95.61067363506231,40,60,336.64249266340175,6,6,7,6,4,7,13.92971335798595,17.84846462436966,LOW
39146,446.03493541359165,3320,60,6,33,10,12,14,1291,90.92238650089989,64.24976362591451,100,0,53.02776133805387,0,0,0,0,5,1,53.19212920079305,8.320360731104888,LOW
31477,404.71273615224544,1658,74,12,27,13,12,8,1505,60.089022189492105,66.62807933035762,59,41,263.89125616195366,3,4,8,5,0,2,63.31830612727142,15.605123155379298,LOW
29668,371.30253606283696,5520,293,184,212,4,9,6,8558,77.7806592132248,82.78927238221105,53,47,230.05362176146295,4,5,6,5,4,6,71.03178237261884,56.32669491896668,MEDIUM
49615,727.7747525127543,14584,108,22,35,4,5,3,13556,92.73533174847283,168.75843489326647,57,43,12.358849028526153,5,4,0,4,9,9,29.819237360576054,25.492402005575244,LOW
25971,873.6428265924153,3695,99,33,40,9,8,6,2369,86.18412711763888,193.770509293571,90,10,80.56916352912103,1,1,2,1,9,3,2.2991103540719386,14.466925522508316,LOW
23187,254.2893495094018,3229,105,51,58,3,9,5,9219,75.52873015274584,93.34452245657116,65,35,107.02861655128832,4,5,1,2,6,8,30.46414853017637,28.899316787143505,LOW
1351,19.659610897642843,183,14,2,5,2,2,8,37,78.21525659296302,84.73703936207475,91,9,29.02255017166646,2,1,1,0,0,6,47.70629057158746,0.0,LOW
18571,318.860009246439,3345,57,3,8,6,5,6,2565,30.579727012043495,170.84464740577394,44,56,141.8879223595206,5,7,3,5,9,10,64.23260020983236,27.835517675892664,LOW
7333,471.75760424373124,1174,0,0,0,14,14,14,0,122.84627112417851,91.11201092089769,91,9,10.881003486190277,0,3,0,0,8,0,67.57456415111452,5.837101252737137,LOW
